"

Сотовый телефон Xiaomi Poco M4 Pro 4G 6/128GB черный

        Операционная система Android 11; экран 6.4"" AMOLED 2400x1080 ~90 Гц; процессор Mediatek Helio G96 x8 core; память 6/128 GB; основная камера 64 mpx (F/1.8); фронтальная камера 16 mpx (F/2.5); аккумулятор...",15380 сом,https://www.kivano.kg/images/product/104511/1647721515_92611100.png
"

Сотовый телефон Xiaomi Poco M4 Pro 4G 6/128GB желтый

        Операционная система Android 11; экран 6.4"" AMOLED 2400x1080 ~90 Гц; процессор Mediatek Helio G96 x8 core; память 6/128 GB; основная камера 64 mpx (F/1.8); фронтальная камера 16 mpx (F/2.5); аккумулятор...",15380 сом,https://www.kivano.kg/images/product/105326/1649774986_69193200.png
"

Сотовый телефон Xiaomi Mi 11 Lite 5G 8/128GB черный

        экран: 6.55"" (2400x1080) 90 Гц, оперативная память: 8 ГБ, память: 128 ГБ, слот для карты памяти, 3 камеры: 64 МП, 8 МП, 5 МП, аккумулятор: 4250 мА·ч, процессор: Qualcomm Snapdragon...",22080 сом,https://www.kivano.kg/images/product/92416/1635945551_75038600.jpg
"

Сотовый телефон Nokia 5310 (2020) Dual Sim черный

        поддержка двух SIM-карт, экран 2.4"", камера: 0.30 МП, память 16 МБ, слот для карты памяти, Bluetooth, аккумулятор 1200 мА⋅ч, вес 88 г, ШxВxТ 52.40x123.70x13.10 мм, радио",4130 сом,https://www.kivano.kg/images/product/85254/1603132115_66857000.jpg
"

Сотовый телефон Nokia 5310 (2020) Dual Sim белый

        поддержка двух SIM-карт, экран 2.4"", камера: 0.30 МП, память 16 МБ, слот для карты памяти, Bluetooth, аккумулятор 1200 мА⋅ч, вес 88 г, ШxВxТ 52.40x123.70x13.10 мм, радио",4130 сом,https://www.kivano.kg/images/product/85255/1603132141_84330700.jpg
"

Сотовый телефон Xiaomi Mi 11 Lite 6/128GB розовый

        Операционная система Android 11; экран 6.5"" AMOLED 2400х1080 ~90 Гц; процессор Snapdragon 732G x8 core; память 6/128 GB; основная камера 64 mpx (F/1.8); фронтальная камера 16 mpx (F/2.5); аккумулятор 4250...",21010 сом,https://www.kivano.kg/images/product/91399/1649776516_79006900.jpg
"

Сотовый телефон Philips Xenium E109 черный

        поддержка двух SIM-карт, экран 1.77"", разрешение 160x128, без камеры, память 32 Мб, слот для карты памяти, объем оперативной памяти 32 Мб, аккумулятор 1000 мА⋅ч, вес 76 г, ШxВxТ 46.60x108.60x17.20 мм,...",1900 сом,https://www.kivano.kg/images/product/69896/69896.jpg
"

Сотовый телефон Xiaomi Redmi Note 11 6/128GB синий 

        Операционная система Android 11; экран 6.4"" AMOLED 2400х1080 ~90 Гц; процессор Snapdragon 680 x8 core; память 6/128 GB; основная камера 50 mpx (F/1.8); фронтальная камера 13 mpx (F/2.4); аккумулятор 5000...",16210 сом,https://www.kivano.kg/images/product/103434/1645002019_77390500.png
"

Сотовый телефон Apple iPhone 13 128GB зеленый

        Операционная система Apple iOS 15; экран 6.1"" OLED 2532x1170 ~60 Гц; процессор Apple A15 Bionic x6 core; память 4/128 GB; основная камера 12 mpx (F/1.6); фронтальная камера 12 mpx (F/2.2);...",70960 сом,https://www.kivano.kg/images/product/105482/1650357323_84906500.png
"

Сотовый телефон Apple iPhone 12 64GB черный

        iOS 14, поддержка SIM-карт (nano SIM+eSIM), экран 6.1"", разрешение 2532x1170, двойная камера: сверхширокоугольная (12 МП), широкоугольная, процессор Apple A14 Bionic, память 64 ГБ, без слота для карт памяти, 3G, 4G...",54090 сом,https://www.kivano.kg/images/product/85003/1643526873_27621600.png
